,date,supplyEC,supplyPH,innerCO2,innerHum,innerTemp,innerSolar
0,2023-10-10,0.11099999999999999,6.0,286.073,46.267,24.98,28.689999999999998
1,2023-10-11,0.15470588235294117,5.948235294117647,286.56235294117647,39.985882352941175,25.788235294117644,122.34647058823529
2,2023-10-16,0.0,6.0,251.55900000000003,42.495999999999995,20.794999999999998,54.456999999999994
3,2023-10-17,0.11894736842105262,5.997368421052632,279.11526315789473,41.57578947368421,21.748947368421053,88.75421052631579
4,2023-10-18,0.04071428571428571,6.0,254.8857142857143,41.582142857142856,25.541428571428572,141.77785714285713
5,2023-10-19,0.017499999999999998,6.0,277.33583333333337,56.32791666666666,22.594583333333333,18.209583333333335
6,2023-10-20,0.16208333333333333,6.0,262.89416666666665,45.1875,21.55333333333333,73.3
7,2023-10-21,0.01375,5.9937499999999995,283.8170833333333,48.80166666666667,18.978333333333335,69.62791666666666
8,2023-10-22,0.08333333333333333,6.0,306.1333333333333,48.67333333333334,19.337500000000002,79.77374999999999
9,2023-10-23,0.4925,6.0,301.7108333333333,55.25375,18.905416666666667,92.14416666666666
10,2023-10-24,0.8329166666666666,6.0,291.41375,57.04916666666667,19.519166666666667,78.39916666666667
11,2023-10-25,0.9233333333333333,6.0,327.6191666666667,56.63791666666666,21.007916666666667,82.05958333333334
12,2023-10-26,0.48875,6.0,303.285,61.802083333333336,21.749166666666667,39.2025
13,2023-10-27,0.11583333333333333,6.0,274.5095833333333,57.82083333333333,20.324166666666667,35.8325
14,2023-10-28,0.6308333333333334,6.0,314.82916666666665,59.379583333333336,19.017083333333336,70.165
15,2023-10-29,1.0754166666666667,6.0,262.76208333333335,55.50541666666667,19.124583333333334,47.336666666666666
16,2023-10-30,0.7279166666666667,6.0,271.455,57.07458333333333,19.0825,87.56958333333334
17,2023-10-31,0.06999999999999999,6.0,264.9316666666667,57.08958333333334,19.66875,80.51458333333333
18,2023-11-01,0.07833333333333332,6.0,269.45458333333335,60.45249999999999,21.1775,79.69958333333334
19,2023-11-02,0.18958333333333333,6.0,272.78333333333336,55.53458333333333,22.345,76.41666666666667
20,2023-11-03,0.605,6.0,259.8979166666667,60.7425,22.707083333333333,82.24333333333333
21,2023-11-04,0.40291666666666665,6.0,278.1295833333333,66.78333333333333,23.26,85.925
22,2023-11-05,0.4608333333333334,6.0,283.85541666666666,63.220416666666665,24.05458333333333,77.61416666666666
23,2023-11-06,0.6158333333333333,6.0,288.95166666666665,64.66291666666667,21.71375,71.71
24,2023-11-07,0.3529166666666667,6.0,334.4479166666667,55.14041666666666,20.122916666666665,62.9925
25,2023-11-08,0.19083333333333333,6.0,422.1670833333333,54.41416666666667,19.104166666666668,73.24833333333333
26,2023-11-09,0.19636363636363638,6.0,495.7018181818182,62.29636363636364,20.227272727272727,82.79818181818182
27,2023-11-10,0.15666666666666668,6.0,392.78266666666667,46.464000000000006,21.233999999999998,56.45066666666666
28,2023-11-11,0.08708333333333333,6.0,449.385,60.55416666666667,17.334166666666665,75.19291666666668
29,2023-11-12,0.3833333333333333,6.0,471.77624999999995,60.791666666666664,16.165833333333335,80.00875
30,2023-11-13,0.24333333333333332,5.992916666666667,463.98541666666665,56.127916666666664,17.6175,75.3925
31,2023-11-14,0.0,6.0,559.1433333333333,67.96833333333333,15.055,83.005
32,2023-11-15,0.22708333333333333,5.965416666666666,484.07874999999996,58.83958333333334,18.723333333333333,75.61125
33,2023-11-16,0.0,5.9775,586.0670833333334,69.38166666666667,15.659166666666666,91.58999999999999
34,2023-11-17,0.468695652173913,5.97,487.89608695652174,65.86434782608696,16.79478260869565,83.66652173913043
35,2023-11-18,0.19499999999999998,5.983333333333333,409.99500000000006,58.09583333333333,19.6975,71.0825
36,2023-11-19,0.19499999999999998,5.984166666666667,625.7545833333334,63.72083333333333,18.145416666666666,80.12666666666667
37,2023-11-20,0.22083333333333333,5.988333333333333,607.8208333333333,60.09916666666666,18.030416666666667,76.13916666666667
38,2023-11-21,0.3333333333333333,6.0,722.5825,60.3475,18.40125,77.32083333333334
39,2023-11-22,0.625,6.0,784.6525,61.99666666666667,18.717916666666667,82.99833333333333
40,2023-11-23,0.6045833333333334,5.999583333333334,597.8920833333333,63.39625,20.519583333333333,73.02333333333333
41,2023-11-24,0.6329166666666667,6.0,805.2295833333333,60.01958333333334,17.14708333333333,58.80958333333333
42,2023-11-25,1.001304347826087,6.0,504.25304347826085,56.42739130434782,17.856521739130436,62.31391304347826
43,2023-11-26,1.0,6.0,587.6528571428571,66.77285714285715,16.987142857142857,87.46857142857142
44,2023-11-27,1.0016666666666667,6.0,885.705,67.03888888888889,18.81722222222222,88.44111111111111
45,2023-11-28,0.0,6.0,395.4554545454546,59.75636363636363,18.38909090909091,73.79818181818182
46,2023-11-29,0.6220833333333333,5.999583333333334,700.1183333333333,64.35291666666667,16.812083333333334,76.49333333333333
47,2023-11-30,0.7720833333333333,5.997916666666666,554.8558333333333,58.94333333333333,16.482499999999998,64.28375
48,2023-12-01,0.2658333333333333,5.999583333333334,871.7154166666666,60.95458333333334,15.88875,70.80125
49,2023-12-02,0.20791666666666667,6.0,1140.8554166666665,65.22291666666666,16.893333333333334,76.59583333333333
50,2023-12-03,0.2654166666666667,6.0,584.5041666666667,62.387499999999996,17.231666666666666,72.45875
51,2023-12-04,0.26375,6.0,563.0520833333334,59.57958333333334,17.350833333333334,74.79333333333334
52,2023-12-05,0.18333333333333335,6.0,552.01125,62.992916666666666,17.53625,74.80916666666667
53,2023-12-06,0.21875,6.0,747.00375,68.75750000000001,16.84958333333333,79.64166666666667
54,2023-12-07,0.26545454545454544,6.0,476.0013636363637,63.31227272727272,17.757727272727273,67.63772727272728
55,2023-12-08,0.23291666666666666,6.0,707.055,63.275416666666665,18.82375,72.5675
56,2023-12-09,0.215,6.0,550.0395833333333,63.880833333333335,20.689583333333335,80.8075
57,2023-12-10,0.22083333333333333,6.0,696.0033333333334,67.43875,22.1925,78.33416666666666
58,2023-12-11,0.041666666666666664,6.0,885.8895833333332,70.71124999999999,19.828333333333333,82.63250000000001
59,2023-12-12,0.14833333333333334,6.0,640.8529166666666,66.4725,19.520416666666666,80.82125
60,2023-12-13,0.46375000000000005,6.0,562.525,65.89041666666667,19.620416666666667,73.97625000000001
61,2023-12-14,1.0,6.0,785.6220833333333,70.33083333333333,18.555416666666666,80.70666666666666
62,2023-12-15,1.0004166666666667,6.0,965.4979166666667,71.41,18.492083333333333,92.80166666666666
63,2023-12-16,0.7354545454545455,5.9786363636363635,488.31863636363636,66.83772727272728,16.075909090909093,87.24045454545454
64,2023-12-18,0.3628571428571429,6.0,452.6928571428571,60.36785714285714,18.915,57.89071428571429
65,2023-12-19,0.625,5.96625,710.8825,69.89625,15.499583333333334,67.20666666666666
66,2023-12-20,1.0004166666666667,6.0,801.8604166666668,65.92,15.14125,81.34208333333333
67,2023-12-21,0.3833333333333333,6.0,781.3825,60.47083333333333,17.462500000000002,72.46416666666666
68,2023-12-22,0.1475,5.9975,812.1308333333333,60.846666666666664,16.62666666666667,73.67666666666666
69,2023-12-23,0.0,6.0,867.2583333333333,59.51333333333333,17.083333333333332,71.87958333333334
70,2023-12-24,0.059,6.0,1270.021,68.294,14.8,83.021
71,2023-12-26,1.0,6.0,515.415,59.50600000000001,19.387999999999998,79.542
72,2023-12-27,0.03291666666666667,6.0,852.9770833333333,78.03125,16.682916666666667,83.74666666666667
73,2023-12-28,0.62375,6.0,912.6679166666667,80.52208333333333,16.737916666666667,87.41208333333333
74,2023-12-29,0.6854166666666667,6.0,955.4595833333333,69.37458333333333,17.6975,83.30708333333334
75,2023-12-30,0.19266666666666668,6.0,1306.0893333333333,67.088,17.028000000000002,87.65466666666666
76,2023-12-31,0.0,6.0,2764.455,71.5175,16.8,87.5
77,2024-01-01,0.52,6.0,1143.45,63.310833333333335,19.958333333333332,81.245
78,2024-01-02,0.59,6.0,1048.8190909090908,67.55090909090909,16.847727272727273,81.19272727272727
79,2024-01-03,0.6366666666666666,6.0,1033.9083333333333,65.41,17.303333333333335,86.17333333333333
80,2024-01-04,0.6245833333333334,6.0,838.8841666666667,64.25833333333334,18.1325,83.78833333333334
81,2024-01-05,1.0004166666666667,6.0,1242.3566666666668,68.175,17.67625,82.94958333333334
82,2024-01-06,1.0,6.0,909.6408333333334,61.43208333333334,18.171666666666667,79.56416666666667
83,2024-01-07,0.9654166666666667,6.0,818.265,61.80375,17.62625,70.49583333333334
84,2024-01-08,1.0,6.0,707.6063636363637,60.153181818181814,18.41909090909091,67.75045454545455
85,2024-01-09,0.9995833333333333,5.9975,862.5591666666666,64.87125,17.400833333333335,74.86583333333333
86,2024-01-10,0.9973333333333334,6.0,522.456,59.51,18.68,82.33666666666666
87,2024-01-11,0.25,6.0,829.805625,63.5325,18.561875,76.154375
88,2024-01-12,0.5608333333333334,6.0,846.6529166666668,59.64541666666667,18.437083333333334,71.79416666666667
89,2024-01-13,0.9754166666666667,6.0,851.6679166666667,59.40541666666667,18.203333333333333,74.01666666666667
90,2024-01-14,1.0,6.0,865.8583333333332,64.1575,17.21125,83.23458333333333
91,2024-01-15,0.6820833333333334,5.997916666666666,981.1604166666666,59.32875000000001,18.34541666666667,65.74833333333333
92,2024-01-16,0.20166666666666666,6.002083333333334,790.2820833333334,61.9275,18.584166666666665,71.455
93,2024-01-17,0.0,6.0,1183.3879166666668,68.36999999999999,15.581666666666665,85.04458333333334
94,2024-01-18,0.0,6.0,829.9641666666666,68.65041666666666,17.234583333333333,90.50041666666668
95,2024-01-19,0.0,6.0,716.7545833333334,67.15708333333333,19.019583333333333,71.18916666666667
96,2024-01-20,0.0,6.0,1143.89375,70.64666666666666,15.71625,80.34916666666668
97,2024-01-21,0.0,6.000416666666666,829.6416666666668,67.07833333333333,18.017083333333336,78.81083333333333
98,2024-01-22,0.0,6.083749999999999,670.0220833333334,63.39166666666667,17.37375,68.26458333333333
99,2024-01-23,0.0,6.050833333333333,657.1695833333333,60.24125,17.150833333333335,66.14125
100,2024-01-24,0.0,6.0562499999999995,664.4608333333333,59.05291666666667,17.575,66.72708333333334
101,2024-01-25,0.0,6.0495833333333335,691.2104166666667,59.286249999999995,18.31125,70.95541666666666
102,2024-01-26,0.0,6.0,823.1066666666667,63.30375,17.504583333333333,77.36749999999999
103,2024-01-27,0.0,6.0,963.59375,62.14333333333334,18.57375,72.66083333333334
104,2024-01-28,0.4154166666666667,6.0,1013.2670833333333,63.91375,18.28291666666667,75.76458333333333
105,2024-01-29,0.62125,5.988333333333333,1008.2745833333333,61.18166666666667,18.019166666666667,76.15333333333334
106,2024-01-30,1.0,6.0,1045.7229166666666,59.83833333333333,18.875833333333333,72.56125
107,2024-01-31,0.9995833333333333,6.0,1066.4083333333333,63.58916666666667,20.304166666666667,62.262499999999996
108,2024-02-01,0.9916666666666667,6.0,810.7841666666667,67.19541666666667,19.159166666666668,71.0825
109,2024-02-02,0.39666666666666667,5.9991666666666665,830.10125,62.1825,19.38375,76.67791666666666
110,2024-02-03,0.0,6.0,735.566,74.429,17.5965,82.603
111,2024-02-04,0.49124999999999996,5.997916666666666,902.0804166666667,65.86541666666666,20.02541666666667,79.61416666666666
112,2024-02-05,0.4808333333333333,6.0,1010.9483333333333,69.89416666666666,17.222916666666666,86.21958333333333
113,2024-02-06,0.6108333333333333,6.029166666666666,994.6037500000001,71.11666666666666,17.1275,87.15791666666667
114,2024-02-07,1.0,6.0,687.9604166666667,65.51041666666667,18.750416666666666,73.63166666666667
115,2024-02-08,0.53,5.997916666666666,732.2041666666668,63.531666666666666,18.609583333333333,79.53416666666666
116,2024-02-09,0.5620833333333334,6.0,780.7054166666667,62.958333333333336,17.422916666666666,77.82125
117,2024-02-10,0.9870833333333334,6.0,656.3779166666667,65.59833333333334,17.2625,80.24416666666667
118,2024-02-11,1.3025,6.0,851.9970833333333,68.46,15.56875,79.48875
119,2024-02-12,1.4654166666666668,6.007083333333333,1084.4304166666668,65.04916666666666,15.9375,71.54958333333333
120,2024-02-13,1.1670833333333333,6.132083333333333,681.0141666666667,67.965,15.34625,71.01333333333334
121,2024-02-14,1.1741666666666666,6.0,566.9583333333334,74.78416666666666,16.805833333333332,80.32041666666667
122,2024-02-15,0.8125,6.0,506.4925,80.62541666666667,13.173333333333334,86.61125
123,2024-02-16,0.36083333333333334,6.014166666666667,704.4041666666667,66.54916666666666,16.388749999999998,74.09791666666666
124,2024-02-17,1.04875,5.985833333333333,682.6179166666667,66.27166666666666,17.340416666666666,77.49916666666667
125,2024-02-18,1.0766666666666667,6.0,653.2991666666667,79.17416666666666,13.756666666666668,83.94500000000001
126,2024-02-19,0.0,6.0,529.5970833333333,86.22958333333334,12.881666666666668,93.04875
127,2024-02-20,1.5125,5.462083333333333,501.3554166666667,85.36083333333333,13.029166666666667,89.17458333333333
128,2024-02-21,1.0691666666666666,5.565833333333334,929.6716666666666,82.55666666666667,14.724166666666667,87.56291666666668
129,2024-02-22,0.0,6.0,729.4525,80.23375,14.750833333333333,85.31958333333334
130,2024-02-23,0.014166666666666668,6.0,587.9475,75.03125,18.722916666666666,76.84583333333333
131,2024-02-24,0.16208333333333333,6.0,558.8233333333334,74.97833333333334,18.24833333333333,70.39791666666666
132,2024-02-25,0.5599999999999999,6.0,547.9458333333333,77.2825,17.51625,87.3
133,2024-02-26,1.3607692307692305,6.216923076923077,471.0884615384615,76.90615384615384,15.744615384615384,82.13153846153847
134,2024-02-27,1.0025,6.297916666666667,457.75624999999997,73.68166666666666,21.389583333333334,59.48375000000001
135,2024-02-28,0.7525,6.386666666666667,655.5075,72.36375,20.152083333333334,64.79291666666667
136,2024-02-29,0.86,6.4245833333333335,787.2541666666666,78.35541666666667,17.212500000000002,78.46916666666667
137,2024-03-01,1.0016666666666667,6.4316666666666675,529.4125,70.73458333333333,17.909583333333334,50.822916666666664
138,2024-03-02,0.7204166666666666,6.4750000000000005,601.3170833333334,70.32208333333334,18.047916666666666,65.58708333333333
139,2024-03-03,0.8112499999999999,6.365833333333334,541.0283333333333,75.14999999999999,19.169999999999998,75.10458333333334
140,2024-03-04,0.8470833333333333,6.329583333333333,719.5741666666667,74.18124999999999,20.69875,74.44791666666667
141,2024-03-05,0.8887499999999999,6.3062499999999995,513.1866666666666,82.15708333333333,16.407083333333333,80.33083333333333
142,2024-03-06,0.39999999999999997,6.0,735.0104166666666,70.84916666666668,20.556250000000002,71.81708333333333
143,2024-03-07,0.22333333333333336,6.0,682.1670833333334,71.04666666666667,19.530833333333334,68.77499999999999
144,2024-03-08,0.19541666666666668,6.0,665.0816666666666,68.14625,18.489166666666666,61.93375
145,2024-03-09,0.08125,6.0,677.4375,65.98125,20.513749999999998,65.7675
146,2024-03-10,0.5408333333333334,5.999583333333334,630.83,65.4975,20.830833333333334,66.74458333333332
147,2024-03-11,0.0,6.0,634.2295833333334,68.88458333333334,21.412499999999998,73.37625
148,2024-03-12,0.4566666666666666,6.0,638.625,73.165,20.077916666666667,82.16416666666667
149,2024-03-13,0.30833333333333335,6.0,599.1558333333334,66.07000000000001,21.488333333333333,72.90416666666667
150,2024-03-14,0.5670833333333333,6.0,670.4554166666667,65.81166666666667,21.612916666666667,74.71458333333334
151,2024-03-15,0.9345833333333333,6.0,590.53125,64.64791666666666,21.92958333333333,69.99583333333334
152,2024-03-16,0.61125,6.0,756.92875,66.31750000000001,22.05333333333333,58.399166666666666
153,2024-03-17,0.6124999999999999,6.0,579.5266666666666,68.38541666666667,22.31041666666667,62.124583333333334
154,2024-03-18,0.4666666666666666,6.0,768.1225,63.95208333333333,21.810833333333335,54.13833333333333
155,2024-03-19,0.04750000000000001,6.0,632.6875,71.73291666666667,21.417083333333334,65.98083333333334
156,2024-03-20,0.5525,6.0,547.6270833333333,67.39416666666666,19.635416666666668,59.85958333333334
157,2024-03-21,0.9454166666666667,6.0,574.5091666666666,64.71708333333333,20.885,68.10000000000001
158,2024-03-22,1.0,6.0,659.7520833333333,81.79083333333334,20.867916666666666,65.39958333333334
159,2024-03-23,0.9354166666666667,6.0,526.9116666666666,67.79333333333334,24.38416666666667,67.48833333333333
160,2024-03-24,0.9945454545454545,6.0,686.7218181818181,80.37636363636364,21.63,64.66727272727273
161,2024-03-26,1.0,6.0,417.0,72.08428571428571,19.437142857142856,80.47142857142856
162,2024-03-27,0.98875,6.0,491.285,68.83958333333334,21.37375,81.63250000000001
163,2024-03-28,1.0,6.0,441.5641666666667,77.12166666666667,18.622916666666665,93.52708333333334
164,2024-03-29,0.9991666666666666,6.0,445.9216666666667,76.60666666666667,19.49833333333333,87.07333333333334
165,2024-03-30,0.9908333333333333,6.0,607.3779166666667,70.78375,20.37333333333333,81.42708333333333
166,2024-03-31,1.0829166666666665,6.0,462.63708333333335,61.96958333333333,21.327916666666667,66.58916666666667
167,2024-04-01,1.00125,6.0,464.445,60.68541666666667,21.861666666666665,65.15666666666667
168,2024-04-02,1.0591666666666668,6.0,464.8745833333333,63.442499999999995,22.75125,69.28541666666666
169,2024-04-03,1.0004166666666667,6.0,349.0445833333333,75.95083333333334,21.054166666666667,92.84583333333335
170,2024-04-04,1.0,6.0,552.2704166666666,77.21375,21.38083333333333,91.57666666666667
171,2024-04-05,1.5170833333333331,6.0,500.2345833333333,70.54083333333334,21.967916666666667,80.56125
172,2024-04-06,0.45375000000000004,5.997916666666666,473.4941666666667,64.81916666666666,20.8,77.09916666666666
173,2024-04-07,0.6479166666666667,5.998333333333334,468.74291666666664,61.90208333333334,21.83458333333333,70.02583333333332
174,2024-04-08,1.0258333333333334,5.982500000000001,368.90333333333336,60.50208333333333,20.861250000000002,67.58375
175,2024-04-09,1.0999999999999999,5.91125,422.6425,63.734166666666674,21.555833333333336,71.77916666666667
176,2024-04-10,0.9966666666666666,5.972083333333334,512.6425,67.84666666666666,22.378333333333334,72.84708333333333
177,2024-04-11,1.0016666666666667,5.99875,466.9258333333333,64.96124999999999,23.081666666666667,75.03041666666667
178,2024-04-12,1.0270833333333333,6.0,400.6975,62.01416666666666,23.404583333333335,72.69541666666667
179,2024-04-13,1.1433333333333333,5.980833333333333,359.72416666666663,58.9725,24.065833333333334,68.9475
180,2024-04-14,1.0004166666666667,5.997916666666666,310.6820833333333,59.01166666666666,24.101666666666663,67.88375
181,2024-04-15,1.0008333333333332,5.999583333333334,308.34583333333336,73.80583333333333,22.097916666666666,91.78750000000001
182,2024-04-16,1.0,5.700833333333333,336.0275,66.99958333333333,22.392083333333332,88.51666666666667
183,2024-04-17,0.9237500000000001,6.0,373.6254166666667,61.74875,22.778333333333332,73.88458333333334
184,2024-04-18,1.0,6.0,396.38,70.381,17.286,88.1
185,2024-04-24,0.0,6.0,308.6675,66.89125,21.2425,84.2325
186,2024-04-25,0.5095833333333334,5.990833333333334,342.3858333333333,62.32583333333333,23.20583333333333,74.05958333333334
187,2024-04-26,0.3066666666666667,5.992916666666667,326.57166666666666,61.30125,22.7325,76.85708333333334
